"STATISTIC","Statistic Label","TLIST(A1)","Graduation Year","C04477V05260","Field of Study","C03919V04671","Gender","C03433V04141","Years since Graduation","C02511V03040","Private or Public Sector","UNIT","VALUE"
"HGO19C01","Number of Health Graduates","2018","2018","202","Medicine","10","Male","09","9","01","Private sector","Number",""
"HGO19C01","Number of Health Graduates","2018","2018","202","Medicine","10","Male","09","9","02","Public sector","Number",""
"HGO19C01","Number of Health Graduates","2018","2018","202","Medicine","10","Male","10","10","-","All sectors","Number",""
"HGO19C01","Number of Health Graduates","2018","2018","202","Medicine","10","Male","10","10","01","Private sector","Number",""
"HGO19C01","Number of Health Graduates","2018","2018","202","Medicine","10","Male","10","10","02","Public sector","Number",""
"HGO19C01","Number of Health Graduates","2018","2018","202","Medicine","10","Male","11","11","-","All sectors","Number",""
"HGO19C01","Number of Health Graduates","2018","2018","202","Medicine","10","Male","11","11","01","Private sector","Number",""
"HGO19C01","Number of Health Graduates","2018","2018","202","Medicine","10","Male","11","11","02","Public sector","Number",""
"HGO19C01","Number of Health Graduates","2018","2018","202","Medicine","10","Male","12","12","-","All sectors","Number",""
"HGO19C01","Number of Health Graduates","2018","2018","202","Medicine","10","Male","12","12","01","Private sector","Number",""
"HGO19C01","Number of Health Graduates","2018","2018","202","Medicine","10","Male","12","12","02","Public sector","Number",""
"HGO19C01","Number of Health Graduates","2018","2018","202","Medicine","10","Male","13","13","-","All sectors","Number",""
"HGO19C01","Number of Health Graduates","2018","2018","202","Medicine","10","Male","13","13","01","Private sector","Number",""
"HGO19C01","Number of Health Graduates","2018","2018","202","Medicine","10","Male","13","13","02","Public sector","Number",""
"HGO19C01","Number of Health Graduates","2018","2018","202","Medicine","20","Female","01","1","-","All sectors","Number","345"
"HGO19C01","Number of Health Graduates","2018","2018","202","Medicine","20","Female","01","1","01","Private sector","Number","6"
"HGO19C01","Number of Health Graduates","2018","2018","202","Medicine","20","Female","01","1","02","Public sector","Number","339"
"HGO19C01","Number of Health Graduates","2018","2018","202","Medicine","20","Female","02","2","-","All sectors","Number","219"
"HGO19C01","Number of Health Graduates","2018","2018","202","Medicine","20","Female","02","2","01","Private sector","Number","18"
"HGO19C01","Number of Health Graduates","2018","2018","202","Medicine","20","Female","02","2","02","Public sector","Number","201"
"HGO19C01","Number of Health Graduates","2018","2018","202","Medicine","20","Female","03","3","-","All sectors","Number","255"
"HGO19C01","Number of Health Graduates","2018","2018","202","Medicine","20","Female","03","3","01","Private sector","Number","12"
"HGO19C01","Number of Health Graduates","2018","2018","202","Medicine","20","Female","03","3","02","Public sector","Number","243"
"HGO19C01","Number of Health Graduates","2018","2018","202","Medicine","20","Female","04","4","-","All sectors","Number","288"
"HGO19C01","Number of Health Graduates","2018","2018","202","Medicine","20","Female","04","4","01","Private sector","Number","12"
"HGO19C01","Number of Health Graduates","2018","2018","202","Medicine","20","Female","04","4","02","Public sector","Number","279"
"HGO19C01","Number of Health Graduates","2018","2018","202","Medicine","20","Female","05","5","-","All sectors","Number","294"
"HGO19C01","Number of Health Graduates","2018","2018","202","Medicine","20","Female","05","5","01","Private sector","Number","18"
"HGO19C01","Number of Health Graduates","2018","2018","202","Medicine","20","Female","05","5","02","Public sector","Number","276"
"HGO19C01","Number of Health Graduates","2018","2018","202","Medicine","20","Female","06","6","-","All sectors","Number",""
"HGO19C01","Number of Health Graduates","2018","2018","202","Medicine","20","Female","06","6","01","Private sector","Number",""
"HGO19C01","Number of Health Graduates","2018","2018","202","Medicine","20","Female","06","6","02","Public sector","Number",""
"HGO19C01","Number of Health Graduates","2018","2018","202","Medicine","20","Female","07","7","-","All sectors","Number",""
"HGO19C01","Number of Health Graduates","2018","2018","202","Medicine","20","Female","07","7","01","Private sector","Number",""
"HGO19C01","Number of Health Graduates","2018","2018","202","Medicine","20","Female","07","7","02","Public sector","Number",""
"HGO19C01","Number of Health Graduates","2018","2018","202","Medicine","20","Female","08","8","-","All sectors","Number",""
"HGO19C01","Number of Health Graduates","2018","2018","202","Medicine","20","Female","08","8","01","Private sector","Number",""
"HGO19C01","Number of Health Graduates","2018","2018","202","Medicine","20","Female","08","8","02","Public sector","Number",""
"HGO19C01","Number of Health Graduates","2018","2018","202","Medicine","20","Female","09","9","-","All sectors","Number",""
"HGO19C01","Number of Health Graduates","2018","2018","202","Medicine","20","Female","09","9","01","Private sector","Number",""
"HGO19C01","Number of Health Graduates","2018","2018","202","Medicine","20","Female","09","9","02","Public sector","Number",""
"HGO19C01","Number of Health Graduates","2018","2018","202","Medicine","20","Female","10","10","-","All sectors","Number",""
"HGO19C01","Number of Health Graduates","2018","2018","202","Medicine","20","Female","10","10","01","Private sector","Number",""
"HGO19C01","Number of Health Graduates","2018","2018","202","Medicine","20","Female","10","10","02","Public sector","Number",""
"HGO19C01","Number of Health Graduates","2018","2018","202","Medicine","20","Female","11","11","-","All sectors","Number",""
"HGO19C01","Number of Health Graduates","2018","2018","202","Medicine","20","Female","11","11","01","Private sector","Number",""
"HGO19C01","Number of Health Graduates","2018","2018","202","Medicine","20","Female","11","11","02","Public sector","Number",""
"HGO19C01","Number of Health Graduates","2018","2018","202","Medicine","20","Female","12","12","-","All sectors","Number",""
"HGO19C01","Number of Health Graduates","2018","2018","202","Medicine","20","Female","12","12","01","Private sector","Number",""
"HGO19C01","Number of Health Graduates","2018","2018","202","Medicine","20","Female","12","12","02","Public sector","Number",""
"HGO19C01","Number of Health Graduates","2018","2018","202","Medicine","20","Female","13","13","-","All sectors","Number",""
"HGO19C01","Number of Health Graduates","2018","2018","202","Medicine","20","Female","13","13","01","Private sector","Number",""
"HGO19C01","Number of Health Graduates","2018","2018","202","Medicine","20","Female","13","13","02","Public sector","Number",""
"HGO19C01","Number of Health Graduates","2018","2018","202","Medicine","-","All genders","01","1","-","All sectors","Number","636"
"HGO19C01","Number of Health Graduates","2018","2018","202","Medicine","-","All genders","01","1","01","Private sector","Number","15"
"HGO19C01","Number of Health Graduates","2018","2018","202","Medicine","-","All genders","01","1","02","Public sector","Number","621"
"HGO19C01","Number of Health Graduates","2018","2018","202","Medicine","-","All genders","02","2","-","All sectors","Number","408"
"HGO19C01","Number of Health Graduates","2018","2018","202","Medicine","-","All genders","02","2","01","Private sector","Number","39"
"HGO19C01","Number of Health Graduates","2018","2018","202","Medicine","-","All genders","02","2","02","Public sector","Number","369"
"HGO19C01","Number of Health Graduates","2018","2018","202","Medicine","-","All genders","03","3","-","All sectors","Number","453"
"HGO19C01","Number of Health Graduates","2018","2018","202","Medicine","-","All genders","03","3","01","Private sector","Number","30"
"HGO19C01","Number of Health Graduates","2018","2018","202","Medicine","-","All genders","03","3","02","Public sector","Number","423"
"HGO19C01","Number of Health Graduates","2018","2018","202","Medicine","-","All genders","04","4","-","All sectors","Number","516"
"HGO19C01","Number of Health Graduates","2018","2018","202","Medicine","-","All genders","04","4","01","Private sector","Number","33"
"HGO19C01","Number of Health Graduates","2018","2018","202","Medicine","-","All genders","04","4","02","Public sector","Number","483"
"HGO19C01","Number of Health Graduates","2018","2018","202","Medicine","-","All genders","05","5","-","All sectors","Number","516"
"HGO19C01","Number of Health Graduates","2018","2018","202","Medicine","-","All genders","05","5","01","Private sector","Number","33"
"HGO19C01","Number of Health Graduates","2018","2018","202","Medicine","-","All genders","05","5","02","Public sector","Number","483"
"HGO19C01","Number of Health Graduates","2018","2018","202","Medicine","-","All genders","06","6","-","All sectors","Number",""
"HGO19C01","Number of Health Graduates","2018","2018","202","Medicine","-","All genders","06","6","01","Private sector","Number",""
"HGO19C01","Number of Health Graduates","2018","2018","202","Medicine","-","All genders","06","6","02","Public sector","Number",""
"HGO19C01","Number of Health Graduates","2018","2018","202","Medicine","-","All genders","07","7","-","All sectors","Number",""
"HGO19C01","Number of Health Graduates","2018","2018","202","Medicine","-","All genders","07","7","01","Private sector","Number",""
"HGO19C01","Number of Health Graduates","2018","2018","202","Medicine","-","All genders","07","7","02","Public sector","Number",""
"HGO19C01","Number of Health Graduates","2018","2018","202","Medicine","-","All genders","08","8","-","All sectors","Number",""
"HGO19C01","Number of Health Graduates","2018","2018","202","Medicine","-","All genders","08","8","01","Private sector","Number",""
"HGO19C01","Number of Health Graduates","2018","2018","202","Medicine","-","All genders","08","8","02","Public sector","Number",""
"HGO19C01","Number of Health Graduates","2018","2018","202","Medicine","-","All genders","09","9","-","All sectors","Number",""
"HGO19C01","Number of Health Graduates","2018","2018","202","Medicine","-","All genders","09","9","01","Private sector","Number",""
"HGO19C01","Number of Health Graduates","2018","2018","202","Medicine","-","All genders","09","9","02","Public sector","Number",""
"HGO19C01","Number of Health Graduates","2018","2018","202","Medicine","-","All genders","10","10","-","All sectors","Number",""
"HGO19C01","Number of Health Graduates","2018","2018","202","Medicine","-","All genders","10","10","01","Private sector","Number",""
"HGO19C01","Number of Health Graduates","2018","2018","202","Medicine","-","All genders","10","10","02","Public sector","Number",""
"HGO19C01","Number of Health Graduates","2018","2018","202","Medicine","-","All genders","11","11","-","All sectors","Number",""
"HGO19C01","Number of Health Graduates","2018","2018","202","Medicine","-","All genders","11","11","01","Private sector","Number",""
